timestamp;Price;P_Forecast_Total_Load;P_Forecast_Zonal_Load
2011-07-24 22:00:00;71.74;24571;8910
2011-07-24 23:00:00;60.67;22968;8517
2011-07-25 00:00:00;56.56;21856;8239
2011-07-25 01:00:00;50.04;20478;7771
2011-07-25 02:00:00;48.89;19232;7238
2011-07-25 03:00:00;41.56;18510;6917
2011-07-25 04:00:00;41.4;18381;6850
2011-07-25 05:00:00;48.75;18968;7077
2011-07-25 06:00:00;50.31;19991;7453
2011-07-25 07:00:00;54.56;21964;8121
2011-07-25 08:00:00;63.73;23695;8661
2011-07-25 09:00:00;80.42;25099;9126
2011-07-25 10:00:00;84.89;26254;9440
2011-07-25 11:00:00;86.64;27046;9617
2011-07-25 12:00:00;81;27489;9680
2011-07-25 13:00:00;88.13;27735;9714
2011-07-25 14:00:00;93.34;27892;9735
2011-07-25 15:00:00;102.02;27914;9741
2011-07-25 16:00:00;96;27865;9662
2011-07-25 17:00:00;88.52;27730;9607
2011-07-25 18:00:00;79.8;27242;9355
2011-07-25 19:00:00;77.14;26587;9108
2011-07-25 20:00:00;77.94;26059;8910
2011-07-25 21:00:00;69.17;25706;8779
2011-07-25 22:00:00;65.57;24185;8419
2011-07-25 23:00:00;58.99;22271;7890
2011-07-26 00:00:00;57.48;20124;7223
2011-07-26 01:00:00;41.86;18993;6860
2011-07-26 02:00:00;41.46;18158;6618
2011-07-26 03:00:00;41.21;17692;6480
2011-07-26 04:00:00;41.22;17627;6452
2011-07-26 05:00:00;41.18;18147;6625
2011-07-26 06:00:00;46.06;19123;7038
2011-07-26 07:00:00;55.16;21061;7716
2011-07-26 08:00:00;59.74;22849;8332
2011-07-26 09:00:00;67.3;24267;8849
2011-07-26 10:00:00;71.35;25411;9203
2011-07-26 11:00:00;72.56;26241;9422
2011-07-26 12:00:00;80.8;26757;9529
2011-07-26 13:00:00;95.9;27120;9622
2011-07-26 14:00:00;100.08;27420;9711
2011-07-26 15:00:00;104.65;27545;9769
2011-07-26 16:00:00;113.71;27559;9751
2011-07-26 17:00:00;92.08;27447;9723
2011-07-26 18:00:00;81.65;26883;9458
2011-07-26 19:00:00;88.71;26109;9168
2011-07-26 20:00:00;84.75;25638;8981
2011-07-26 21:00:00;69.19;25300;8868
2011-07-26 22:00:00;66.5;23798;8527
2011-07-26 23:00:00;57.77;21940;8033
2011-07-27 00:00:00;47.43;20006;7515
2011-07-27 01:00:00;44.06;18575;6895
2011-07-27 02:00:00;37.13;17548;6478
2011-07-27 03:00:00;35.47;16962;6243
2011-07-27 04:00:00;35.3;16865;6192
2011-07-27 05:00:00;36.88;17430;6402
2011-07-27 06:00:00;39.91;18455;6819
2011-07-27 07:00:00;48.2;20390;7506
2011-07-27 08:00:00;50.18;22178;8140
2011-07-27 09:00:00;53.07;23518;8644
2011-07-27 10:00:00;60.69;24566;8963
2011-07-27 11:00:00;64.89;25336;9149
2011-07-27 12:00:00;65.62;25814;9238
2011-07-27 13:00:00;71.31;26170;9316
2011-07-27 14:00:00;73.77;26482;9390
2011-07-27 15:00:00;80.54;26665;9451
2011-07-27 16:00:00;85.5;26734;9429
2011-07-27 17:00:00;73.91;26697;9412
2011-07-27 18:00:00;66.57;26216;9159
2011-07-27 19:00:00;64.09;25502;8882
2011-07-27 20:00:00;62.6;25106;8692
2011-07-27 21:00:00;59.75;24805;8580
2011-07-27 22:00:00;56.5;23301;8254
2011-07-27 23:00:00;51.2;21430;7770
2011-07-28 00:00:00;47.4;19478;7066
2011-07-28 01:00:00;41.23;18537;6780
2011-07-28 02:00:00;39.33;17682;6482
2011-07-28 03:00:00;36.41;17191;6318
2011-07-28 04:00:00;36.61;17112;6280
2011-07-28 05:00:00;38.25;17631;6468
2011-07-28 06:00:00;39.75;18700;6920
2011-07-28 07:00:00;47.96;20718;7642
2011-07-28 08:00:00;53.01;22633;8322
2011-07-28 09:00:00;55.89;24053;8855
2011-07-28 10:00:00;61.24;25149;9195
2011-07-28 11:00:00;70.09;25917;9385
2011-07-28 12:00:00;77.78;26379;9480
2011-07-28 13:00:00;95.73;26705;9566
2011-07-28 14:00:00;102.17;27008;9642
2011-07-28 15:00:00;110.99;27160;9682
2011-07-28 16:00:00;119.64;27211;9644
2011-07-28 17:00:00;107.19;27132;9583
2011-07-28 18:00:00;86.12;26559;9250
2011-07-28 19:00:00;69.99;25765;8910
2011-07-28 20:00:00;67.74;25301;8671
2011-07-28 21:00:00;64.44;24992;8535
2011-07-28 22:00:00;62.7;23430;8177
2011-07-28 23:00:00;54.37;21490;7671
2011-07-29 00:00:00;47.49;19689;7140
2011-07-29 01:00:00;41.88;18682;6811
2011-07-29 02:00:00;39.17;18230;6624
2011-07-29 03:00:00;37.22;17980;6523
2011-07-29 04:00:00;37.38;17936;6506
2011-07-29 05:00:00;39.51;18384;6691
2011-07-29 06:00:00;42.69;19498;7176
2011-07-29 07:00:00;50.21;21473;7890
2011-07-29 08:00:00;57.43;23369;8539
2011-07-29 09:00:00;59.52;24847;9065
2011-07-29 10:00:00;67.18;25963;9410
2011-07-29 11:00:00;78.39;26733;9602
2011-07-29 12:00:00;100.72;27142;9685
2011-07-29 13:00:00;135.57;27406;9761
2011-07-29 14:00:00;147.74;27608;9822
2011-07-29 15:00:00;161.06;27692;9861
2011-07-29 16:00:00;163.76;27670;9852
2011-07-29 17:00:00;139.82;27435;9767
2011-07-29 18:00:00;105.31;26720;9408
2011-07-29 19:00:00;80.57;25828;9071
2011-07-29 20:00:00;81.91;25292;8832
2011-07-29 21:00:00;70.93;24967;8658
2011-07-29 22:00:00;62.69;23626;8320
2011-07-29 23:00:00;58.91;21957;7880
2011-07-30 00:00:00;56.47;19801;7206
2011-07-30 01:00:00;48.85;18988;6936
2011-07-30 02:00:00;39.23;18176;6678
2011-07-30 03:00:00;36.8;17638;6507
2011-07-30 04:00:00;36.4;17380;6407
2011-07-30 05:00:00;35.74;17400;6367
2011-07-30 06:00:00;37.47;17420;6368
2011-07-30 07:00:00;42.43;18260;6637
2011-07-30 08:00:00;49.53;19781;7071
2011-07-30 09:00:00;59.79;21521;7529
2011-07-30 10:00:00;64.73;23000;7941
2011-07-30 11:00:00;72.13;24026;8218
2011-07-30 12:00:00;73.47;24577;8345
2011-07-30 13:00:00;83.26;24831;8390
2011-07-30 14:00:00;89.55;24996;8419
2011-07-30 15:00:00;91.44;25082;8418
2011-07-30 16:00:00;96.62;25053;8366
2011-07-30 17:00:00;89.76;24924;8320
2011-07-30 18:00:00;73.94;24576;8255
2011-07-30 19:00:00;66.86;23976;8153
2011-07-30 20:00:00;68.68;23712;8115
2011-07-30 21:00:00;65.13;23619;8108
2011-07-30 22:00:00;63.34;22565;7942
2011-07-30 23:00:00;57.28;21262;7685
2011-07-31 00:00:00;54.42;20386;7429
2011-07-31 01:00:00;48.06;19330;7101
2011-07-31 02:00:00;44.91;18236;6765
2011-07-31 03:00:00;42.11;17454;6530
2011-07-31 04:00:00;37;17005;6363
2011-07-31 05:00:00;33.84;16833;6250
2011-07-31 06:00:00;33.5;16629;6175
2011-07-31 07:00:00;38.44;17242;6361
2011-07-31 08:00:00;41.25;18572;6731
2011-07-31 09:00:00;44.66;20181;7139
2011-07-31 10:00:00;51.98;21661;7549
2011-07-31 11:00:00;53.58;22785;7830
2011-07-31 12:00:00;60.45;23496;7996
2011-07-31 13:00:00;62.38;23952;8083
2011-07-31 14:00:00;62.53;24247;8125
2011-07-31 15:00:00;67.17;24425;8119
2011-07-31 16:00:00;75.65;24481;8053
2011-07-31 17:00:00;64.27;24463;8007
2011-07-31 18:00:00;62.35;24203;7954
2011-07-31 19:00:00;60.13;23697;7871
2011-07-31 20:00:00;67.52;23623;7887
2011-07-31 21:00:00;65.28;23573;7928
2011-07-31 22:00:00;56.26;22394;7760
2011-07-31 23:00:00;51.91;20899;7441
2011-08-01 00:00:00;50.98;19471;7095
2011-08-01 01:00:00;46.62;18636;6764
2011-08-01 02:00:00;37.25;18202;6691
2011-08-01 03:00:00;37.08;17922;6651
2011-08-01 04:00:00;39.34;17899;6636
2011-08-01 05:00:00;42.07;18350;6788
2011-08-01 06:00:00;46.47;19363;7233
2011-08-01 07:00:00;51.04;21186;7844
2011-08-01 08:00:00;53.67;23081;8443
2011-08-01 09:00:00;57.65;24564;8950
2011-08-01 10:00:00;65.7;25756;9307
2011-08-01 11:00:00;74.37;26753;9563
2011-08-01 12:00:00;78.77;27470;9747
2011-08-01 13:00:00;104.51;28098;9892
2011-08-01 14:00:00;117.91;28572;10009
2011-08-01 15:00:00;128.18;28896;10111
2011-08-01 16:00:00;129.12;29080;10153
2011-08-01 17:00:00;110.18;28906;10061
2011-08-01 18:00:00;80.88;28077;9652
2011-08-01 19:00:00;70;27023;9291
2011-08-01 20:00:00;70.4;26581;9143
2011-08-01 21:00:00;65.4;26211;9021
2011-08-01 22:00:00;56.63;24686;8698
2011-08-01 23:00:00;54.86;22794;8205
2011-08-02 00:00:00;59.06;21150;7768
2011-08-02 01:00:00;45.4;20015;7354
2011-08-02 02:00:00;37.44;19092;7116
2011-08-02 03:00:00;35.5;18482;6956
2011-08-02 04:00:00;35.72;18353;6896
2011-08-02 05:00:00;38.71;18794;7015
2011-08-02 06:00:00;43.18;19624;7360
2011-08-02 07:00:00;49.62;21294;7901
2011-08-02 08:00:00;52.14;22950;8418
2011-08-02 09:00:00;57.5;24286;8862
2011-08-02 10:00:00;64.98;25406;9187
2011-08-02 11:00:00;70.25;26334;9424
2011-08-02 12:00:00;73.45;26974;9592
2011-08-02 13:00:00;84.19;27555;9695
2011-08-02 14:00:00;100;27968;9786
2011-08-02 15:00:00;113.73;28286;9891
2011-08-02 16:00:00;120.22;28469;9935
2011-08-02 17:00:00;101.63;28262;9859
2011-08-02 18:00:00;87.33;27432;9499
2011-08-02 19:00:00;70.03;26401;9172
2011-08-02 20:00:00;69.94;26000;9055
2011-08-02 21:00:00;64.07;25639;8956
2011-08-02 22:00:00;55.55;24198;8670
2011-08-02 23:00:00;58.9;22425;8233
2011-08-03 00:00:00;43.29;20939;7657
2011-08-03 01:00:00;39.27;19345;7152
2011-08-03 02:00:00;37.71;18227;6784
2011-08-03 03:00:00;37.21;17520;6549
2011-08-03 04:00:00;37.16;17372;6474
2011-08-03 05:00:00;40.24;17905;6643
2011-08-03 06:00:00;40.94;18734;6983
2011-08-03 07:00:00;47.88;20333;7520
2011-08-03 08:00:00;50.44;21768;7960
2011-08-03 09:00:00;55.38;22892;8331
2011-08-03 10:00:00;59.01;23793;8586
2011-08-03 11:00:00;62.91;24446;8733
2011-08-03 12:00:00;64.77;24844;8809
2011-08-03 13:00:00;71.9;25238;8854
2011-08-03 14:00:00;77.61;25526;8901
2011-08-03 15:00:00;83.97;25712;8947
2011-08-03 16:00:00;83.33;25890;8987
2011-08-03 17:00:00;77.03;25762;8931
2011-08-03 18:00:00;74.14;25104;8597
2011-08-03 19:00:00;60.8;24322;8320
2011-08-03 20:00:00;61.76;24110;8220
2011-08-03 21:00:00;62.81;23860;8106
2011-08-03 22:00:00;56.33;22604;7856
2011-08-03 23:00:00;49.62;20986;7457
2011-08-04 00:00:00;45.51;19183;7066
2011-08-04 01:00:00;37.8;18045;6602
2011-08-04 02:00:00;32.91;17313;6327
2011-08-04 03:00:00;32.84;16853;6158
2011-08-04 04:00:00;32.03;16777;6113
2011-08-04 05:00:00;37.81;17281;6291
2011-08-04 06:00:00;38.52;18251;6689
2011-08-04 07:00:00;45.97;19932;7263
2011-08-04 08:00:00;49.27;21475;7749
2011-08-04 09:00:00;50.94;22668;8151
2011-08-04 10:00:00;55.86;23685;8437
2011-08-04 11:00:00;62.52;24468;8639
2011-08-04 12:00:00;61.6;24992;8774
2011-08-04 13:00:00;63.55;25483;8856
2011-08-04 14:00:00;67.27;25811;8927
2011-08-04 15:00:00;68.69;26067;9003
2011-08-04 16:00:00;73.8;26230;9048
2011-08-04 17:00:00;68.7;26036;8972
2011-08-04 18:00:00;70.84;25332;8635
2011-08-04 19:00:00;61.36;24491;8328
2011-08-04 20:00:00;68.55;24191;8189
2011-08-04 21:00:00;58.47;23907;8064
2011-08-04 22:00:00;54.06;22566;7782
2011-08-04 23:00:00;49.81;20892;7365
2011-08-05 00:00:00;43.19;19117;6929
2011-08-05 01:00:00;38.78;17958;6491
2011-08-05 02:00:00;36.03;17240;6244
2011-08-05 03:00:00;33.16;16801;6089
2011-08-05 04:00:00;33.16;16697;6041
2011-08-05 05:00:00;35.88;17158;6206
2011-08-05 06:00:00;39.36;18081;6628
2011-08-05 07:00:00;43.35;19809;7239
2011-08-05 08:00:00;47.05;21517;7801
2011-08-05 09:00:00;51.46;22862;8264
2011-08-05 10:00:00;66.6;23989;8601
2011-08-05 11:00:00;61.73;24861;8840
2011-08-05 12:00:00;63.13;25471;8999
2011-08-05 13:00:00;70.57;26028;9102
2011-08-05 14:00:00;80.76;26391;9175
2011-08-05 15:00:00;88.43;26660;9250
2011-08-05 16:00:00;96.24;26767;9272
2011-08-05 17:00:00;74.8;26452;9153
2011-08-05 18:00:00;61;25583;8754
2011-08-05 19:00:00;56.02;24521;8367
2011-08-05 20:00:00;57.1;24074;8181
2011-08-05 21:00:00;54.14;23799;8058
2011-08-05 22:00:00;51.99;22586;7777
2011-08-05 23:00:00;46.93;21048;7392
2011-08-06 00:00:00;45.74;19096;6712
2011-08-06 01:00:00;42.38;18190;6481
2011-08-06 02:00:00;37.93;17427;6259
2011-08-06 03:00:00;34.81;16916;6105
2011-08-06 04:00:00;33.13;16670;6014
2011-08-06 05:00:00;33.71;16712;5983
2011-08-06 06:00:00;32.71;16740;5996
2011-08-06 07:00:00;35.14;17461;6217
2011-08-06 08:00:00;39.71;18851;6583
2011-08-06 09:00:00;45.56;20493;7003
2011-08-06 10:00:00;49.95;21934;7402
2011-08-06 11:00:00;56.58;22980;7705
2011-08-06 12:00:00;57.42;23621;7876
2011-08-06 13:00:00;59.29;24048;7941
2011-08-06 14:00:00;59.78;24197;7963
2011-08-06 15:00:00;64.48;24283;7970
2011-08-06 16:00:00;68.9;24280;7931
2011-08-06 17:00:00;60.63;24104;7864
2011-08-06 18:00:00;59.79;23663;7758
2011-08-06 19:00:00;55;23005;7625
2011-08-06 20:00:00;57.89;22884;7635
2011-08-06 21:00:00;56.53;22783;7646
2011-08-06 22:00:00;50.99;21808;7492
2011-08-06 23:00:00;51.05;20571;7239
2011-08-07 00:00:00;48.6;19121;6878
2011-08-07 01:00:00;44.64;18378;6624
2011-08-07 02:00:00;42.01;17708;6411
2011-08-07 03:00:00;42;17240;6260
2011-08-07 04:00:00;37.44;17001;6171
2011-08-07 05:00:00;37.75;16992;6128
2011-08-07 06:00:00;34.27;16895;6089
2011-08-07 07:00:00;38.11;17394;6249
2011-08-07 08:00:00;42.25;18618;6579
2011-08-07 09:00:00;44.27;20230;7006
2011-08-07 10:00:00;46.7;21783;7473
2011-08-07 11:00:00;51.37;23022;7872
2011-08-07 12:00:00;55.88;23916;8140
2011-08-07 13:00:00;57.19;24545;8286
2011-08-07 14:00:00;61.12;24842;8374
2011-08-07 15:00:00;63.79;25055;8426
2011-08-07 16:00:00;66.25;25182;8411
2011-08-07 17:00:00;60.63;25102;8355
2011-08-07 18:00:00;55.84;24738;8249
2011-08-07 19:00:00;55.43;24129;8118
2011-08-07 20:00:00;60;24048;8163
2011-08-07 21:00:00;56;23921;8204
2011-08-07 22:00:00;53.16;22722;7995
2011-08-07 23:00:00;50.65;21186;7604
2011-08-08 00:00:00;50.89;19632;7032
2011-08-08 01:00:00;47.23;18486;6730
2011-08-08 02:00:00;44.66;17879;6537
2011-08-08 03:00:00;41.91;17545;6417
2011-08-08 04:00:00;42.31;17499;6402
2011-08-08 05:00:00;45.13;17995;6562
2011-08-08 06:00:00;47.72;19043;6970
2011-08-08 07:00:00;50.67;20891;7618
2011-08-08 08:00:00;52.45;22730;8256
2011-08-08 09:00:00;57.27;24224;8777
2011-08-08 10:00:00;66.83;25510;9159
2011-08-08 11:00:00;74.62;26515;9448
2011-08-08 12:00:00;76.84;27239;9652
2011-08-08 13:00:00;84.84;27837;9805
2011-08-08 14:00:00;92.8;28166;9916
2011-08-08 15:00:00;120.58;28366;10015
2011-08-08 16:00:00;119.42;28420;10048
2011-08-08 17:00:00;107.88;28177;9963
2011-08-08 18:00:00;74.66;27399;9595
2011-08-08 19:00:00;69.06;26369;9210
2011-08-08 20:00:00;70.1;25914;9032
2011-08-08 21:00:00;63.7;25398;8897
2011-08-08 22:00:00;56.31;23764;8525
2011-08-08 23:00:00;52.47;21819;7990
2011-08-09 00:00:00;47.27;20375;7449
2011-08-09 01:00:00;43.57;19160;7091
2011-08-09 02:00:00;38.17;18304;6775
2011-08-09 03:00:00;38.89;17815;6595
2011-08-09 04:00:00;38.95;17726;6560
2011-08-09 05:00:00;40.56;18263;6743
2011-08-09 06:00:00;41.87;19291;7149
2011-08-09 07:00:00;47.07;21015;7780
2011-08-09 08:00:00;50.17;22580;8315
2011-08-09 09:00:00;55.81;23904;8770
2011-08-09 10:00:00;60.12;25062;9092
2011-08-09 11:00:00;63.94;25958;9324
2011-08-09 12:00:00;70.4;26563;9476
2011-08-09 13:00:00;75.06;27110;9598
2011-08-09 14:00:00;80.11;27379;9665
2011-08-09 15:00:00;82.87;27483;9705
2011-08-09 16:00:00;84.2;27491;9698
2011-08-09 17:00:00;77.71;27250;9598
2011-08-09 18:00:00;69.78;26516;9238
2011-08-09 19:00:00;63.79;25635;8910
2011-08-09 20:00:00;69.31;25379;8770
2011-08-09 21:00:00;61.47;24871;8621
2011-08-09 22:00:00;52.78;23300;8248
2011-08-09 23:00:00;50.61;21422;7716
2011-08-10 00:00:00;50.64;19224;6984
2011-08-10 01:00:00;45.62;18401;6799
2011-08-10 02:00:00;39.24;17789;6609
2011-08-10 03:00:00;36.21;17456;6507
2011-08-10 04:00:00;36.34;17407;6484
2011-08-10 05:00:00;40.64;17875;6615
2011-08-10 06:00:00;43.66;18918;7016
2011-08-10 07:00:00;49.55;20564;7618
2011-08-10 08:00:00;50.67;22162;8204
2011-08-10 09:00:00;60;23456;8670
2011-08-10 10:00:00;59.71;24611;9018
2011-08-10 11:00:00;64.43;25534;9286
2011-08-10 12:00:00;68.78;26225;9488
2011-08-10 13:00:00;75.62;26836;9648
2011-08-10 14:00:00;87.14;27181;9759
2011-08-10 15:00:00;91.6;27317;9842
2011-08-10 16:00:00;95.83;27289;9861
2011-08-10 17:00:00;76.78;27013;9794
2011-08-10 18:00:00;63.62;26300;9497
2011-08-10 19:00:00;60.29;25451;9187
2011-08-10 20:00:00;63.11;25242;9063
2011-08-10 21:00:00;58.92;24680;8903
2011-08-10 22:00:00;49.92;23095;8514
2011-08-10 23:00:00;49.8;21292;8014
2011-08-11 00:00:00;46.06;19466;7419
2011-08-11 01:00:00;45.23;17968;6806
2011-08-11 02:00:00;36.46;16867;6339
2011-08-11 03:00:00;32.72;16256;6074
2011-08-11 04:00:00;32.47;16149;6009
2011-08-11 05:00:00;37.84;16693;6188
2011-08-11 06:00:00;38.35;17620;6509
2011-08-11 07:00:00;46.95;19176;7072
2011-08-11 08:00:00;48.35;20611;7597
2011-08-11 09:00:00;49.39;21701;7988
2011-08-11 10:00:00;53.16;22635;8259
2011-08-11 11:00:00;58.36;23357;8449
2011-08-11 12:00:00;61.15;23856;8581
2011-08-11 13:00:00;66;24326;8685
2011-08-11 14:00:00;66.68;24611;8760
2011-08-11 15:00:00;76.51;24736;8816
2011-08-11 16:00:00;77;24758;8842
2011-08-11 17:00:00;64.07;24495;8754
2011-08-11 18:00:00;58.48;23835;8456
2011-08-11 19:00:00;55.56;23118;8191
2011-08-11 20:00:00;55.48;23064;8097
2011-08-11 21:00:00;51.44;22603;7949
2011-08-11 22:00:00;47.02;21211;7627
2011-08-11 23:00:00;42.88;19585;7201
2011-08-12 00:00:00;41.57;18511;6893
2011-08-12 01:00:00;35.44;17056;6292
2011-08-12 02:00:00;32.78;16251;6026
2011-08-12 03:00:00;31.84;15792;5871
2011-08-12 04:00:00;29.26;15718;5830
2011-08-12 05:00:00;35.29;16167;5970
2011-08-12 06:00:00;36.64;17062;6327
2011-08-12 07:00:00;42.78;18627;6904
2011-08-12 08:00:00;45.74;20257;7494
2011-08-12 09:00:00;49.36;21508;7942
2011-08-12 10:00:00;57.26;22589;8266
2011-08-12 11:00:00;61.31;23459;8499
2011-08-12 12:00:00;65.27;24053;8654
2011-08-12 13:00:00;70.46;24581;8765
2011-08-12 14:00:00;73.23;24920;8835
2011-08-12 15:00:00;81.25;25045;8874
2011-08-12 16:00:00;82.74;25041;8877
2011-08-12 17:00:00;72.08;24739;8782
2011-08-12 18:00:00;61.87;24035;8497
2011-08-12 19:00:00;57.19;23236;8226
2011-08-12 20:00:00;57.43;23124;8123
2011-08-12 21:00:00;54.74;22698;7971
2011-08-12 22:00:00;50.68;21498;7682
2011-08-12 23:00:00;47.29;20100;7341
2011-08-13 00:00:00;46.11;18461;6848
2011-08-13 01:00:00;42.48;17011;6235
2011-08-13 02:00:00;38.81;16061;5933
2011-08-13 03:00:00;35.68;15445;5733
2011-08-13 04:00:00;38.62;15178;5613
2011-08-13 05:00:00;34.8;15242;5576
2011-08-13 06:00:00;32.49;15320;5605
2011-08-13 07:00:00;36.68;15966;5841
2011-08-13 08:00:00;41.49;17352;6239
2011-08-13 09:00:00;46.74;18964;6673
2011-08-13 10:00:00;49.68;20442;7082
2011-08-13 11:00:00;53.17;21536;7394
2011-08-13 12:00:00;55.26;22202;7568
2011-08-13 13:00:00;57.01;22673;7639
2011-08-13 14:00:00;60.98;22961;7672
2011-08-13 15:00:00;63.11;23132;7676
2011-08-13 16:00:00;65.82;23150;7635
2011-08-13 17:00:00;59.59;22971;7548
2011-08-13 18:00:00;56.4;22534;7442
2011-08-13 19:00:00;53.87;21956;7345
2011-08-13 20:00:00;56.96;22043;7391
2011-08-13 21:00:00;54.6;21790;7366
2011-08-13 22:00:00;52.07;20757;7193
2011-08-13 23:00:00;50.82;19561;6965
2011-08-14 00:00:00;49.2;18287;6572
2011-08-14 01:00:00;45.54;17342;6244
2011-08-14 02:00:00;39.78;16422;5982
2011-08-14 03:00:00;38.22;15818;5802
2011-08-14 04:00:00;36.08;15494;5679
2011-08-14 05:00:00;37.95;15422;5614
2011-08-14 06:00:00;38.75;15272;5585
2011-08-14 07:00:00;37.21;15759;5755
2011-08-14 08:00:00;42.32;17062;6092
2011-08-14 09:00:00;46.88;18495;6471
2011-08-14 10:00:00;50.03;19749;6845
2011-08-14 11:00:00;54.14;20577;7082
2011-08-14 12:00:00;56.62;21020;7195
2011-08-14 13:00:00;58.56;21224;7220
2011-08-14 14:00:00;61.08;21231;7203
2011-08-14 15:00:00;64.2;21153;7151
2011-08-14 16:00:00;65.65;21102;7096
2011-08-14 17:00:00;64.19;21045;7051
2011-08-14 18:00:00;57.55;20852;7013
2011-08-14 19:00:00;56.97;20560;6982
2011-08-14 20:00:00;56.8;20938;7113
2011-08-14 21:00:00;53.51;20791;7112
2011-08-14 22:00:00;49.5;19690;6905
2011-08-14 23:00:00;47.02;18309;6558
2011-08-15 00:00:00;39.45;16369;5738
2011-08-15 01:00:00;34.45;15970;5691
2011-08-15 02:00:00;32.22;15703;5623
2011-08-15 03:00:00;30.02;15587;5585
2011-08-15 04:00:00;29.68;15589;5569
2011-08-15 05:00:00;33.19;16093;5722
2011-08-15 06:00:00;37.01;17409;6235
2011-08-15 07:00:00;38.65;19129;6897
2011-08-15 08:00:00;44.83;20699;7467
2011-08-15 09:00:00;48.39;21858;7920
2011-08-15 10:00:00;53.17;22803;8219
2011-08-15 11:00:00;58.64;23413;8399
2011-08-15 12:00:00;65.13;23724;8495
2011-08-15 13:00:00;65.64;23986;8565
2011-08-15 14:00:00;71.04;24092;8606
2011-08-15 15:00:00;80.94;24071;8603
2011-08-15 16:00:00;85.9;23997;8572
2011-08-15 17:00:00;72.26;23748;8446
2011-08-15 18:00:00;62.25;23168;8109
2011-08-15 19:00:00;60.56;22557;7835
2011-08-15 20:00:00;61.79;22514;7721
2011-08-15 21:00:00;51.37;21953;7514
2011-08-15 22:00:00;46.33;20448;7124
2011-08-15 23:00:00;42.83;18699;6611
2011-08-16 00:00:00;44.05;17684;6361
2011-08-16 01:00:00;35.33;16833;6088
2011-08-16 02:00:00;32.93;16153;5806
2011-08-16 03:00:00;30.41;15799;5646
2011-08-16 04:00:00;30.22;15745;5602
2011-08-16 05:00:00;33.14;16253;5773
2011-08-16 06:00:00;38.55;17376;6201
2011-08-16 07:00:00;40.19;19080;6844
2011-08-16 08:00:00;47.6;20651;7400
2011-08-16 09:00:00;50.48;21865;7853
2011-08-16 10:00:00;52.02;22879;8162
2011-08-16 11:00:00;58.06;23639;8369
2011-08-16 12:00:00;60.64;24109;8495
2011-08-16 13:00:00;63.85;24525;8584
2011-08-16 14:00:00;67.92;24790;8661
2011-08-16 15:00:00;71.6;24918;8697
2011-08-16 16:00:00;76.92;24931;8702
2011-08-16 17:00:00;64.71;24684;8592
2011-08-16 18:00:00;56.06;24039;8266
2011-08-16 19:00:00;53.76;23329;7993
2011-08-16 20:00:00;55.39;23245;7905
2011-08-16 21:00:00;50.43;22674;7728
2011-08-16 22:00:00;47.1;21142;7359
2011-08-16 23:00:00;40.83;19382;6874
2011-08-17 00:00:00;39.77;16890;5851
2011-08-17 01:00:00;35.07;16111;5670
2011-08-17 02:00:00;30.03;15772;5617
2011-08-17 03:00:00;29.39;15597;5593
2011-08-17 04:00:00;29.52;15578;5577
2011-08-17 05:00:00;33.35;16000;5683
2011-08-17 06:00:00;36.82;17134;6131
2011-08-17 07:00:00;37.02;18817;6757
2011-08-17 08:00:00;43.93;20524;7378
2011-08-17 09:00:00;48.16;21824;7858
2011-08-17 10:00:00;52.3;22957;8199
2011-08-17 11:00:00;57.83;23853;8437
2011-08-17 12:00:00;59.57;24485;8615
2011-08-17 13:00:00;68.81;25070;8755
2011-08-17 14:00:00;73.52;25508;8875
2011-08-17 15:00:00;81.12;25769;8938
2011-08-17 16:00:00;85.57;25889;8976
2011-08-17 17:00:00;73.35;25695;8886
2011-08-17 18:00:00;59.21;25052;8573
2011-08-17 19:00:00;58.07;24320;8294
2011-08-17 20:00:00;57.4;24187;8178
2011-08-17 21:00:00;53.62;23636;8031
2011-08-17 22:00:00;50.41;22175;7730
2011-08-17 23:00:00;44.96;20438;7298
2011-08-18 00:00:00;43.03;18977;6851
2011-08-18 01:00:00;34.89;17472;6285
2011-08-18 02:00:00;33.71;16800;6074
2011-08-18 03:00:00;27.62;16432;5960
2011-08-18 04:00:00;28.93;16388;5927
2011-08-18 05:00:00;33.18;16876;6077
2011-08-18 06:00:00;36.83;18010;6532
2011-08-18 07:00:00;42.56;19756;7184
2011-08-18 08:00:00;45.96;21438;7752
2011-08-18 09:00:00;47.73;22736;8204
2011-08-18 10:00:00;56.87;23842;8515
2011-08-18 11:00:00;58.1;24674;8715
2011-08-18 12:00:00;60.52;25211;8847
2011-08-18 13:00:00;72.63;25669;8930
2011-08-18 14:00:00;80.44;25968;8995
2011-08-18 15:00:00;90.53;26098;9006
2011-08-18 16:00:00;91.42;26132;8984
2011-08-18 17:00:00;72.1;25887;8873
2011-08-18 18:00:00;61.35;25148;8517
2011-08-18 19:00:00;59.44;24408;8222
2011-08-18 20:00:00;59.74;24224;8080
2011-08-18 21:00:00;51.65;23615;7895
2011-08-18 22:00:00;47.78;22104;7558
2011-08-18 23:00:00;45.13;20335;7094
2011-08-19 00:00:00;41.73;18723;6597
2011-08-19 01:00:00;34.57;17730;6330
2011-08-19 02:00:00;33.75;17093;6145
2011-08-19 03:00:00;31.72;16728;6038
2011-08-19 04:00:00;31.69;16662;6001
2011-08-19 05:00:00;32.68;17101;6130
